_id,title,URLs,Working Link,Old Links
bioportal-tm-signs-and-sympts,Traditional Medicine Signs and Symptoms Value Set,https://lod-cloud.net/dataset/bioportal-tm-signs-and-sympts,https://bioportal.bioontology.org/ontologies/TM-SIGNS-AND-SYMPTS,http://bioportal.bioontology.org/ontologies/1572
bioportal-uberon,Uber anatomy ontology,https://lod-cloud.net/dataset/bioportal-uberon,https://bioportal.bioontology.org/ontologies/UBERON,http://bioportal.bioontology.org/ontologies/1404
bioportal-vhog,vertebrate Homologous Organ Groups,https://lod-cloud.net/dataset/bioportal-vhog,https://bioportal.bioontology.org/ontologies/VHOG,http://bioportal.bioontology.org/ontologies/1574
bioportal-wbbt,C. elegans gross anatomy,https://lod-cloud.net/dataset/bioportal-wbbt,https://bioportal.bioontology.org/ontologies/WB-BT,https://bioportal.bioontology.org/ontologies/WB-BT
bioportal-who,WHO Adverse Reaction Terminology,https://lod-cloud.net/dataset/bioportal-who,https://bioportal.bioontology.org/ontologies/WHO-ART,http://bioportal.bioontology.org/ontologies/1354
bioportal-xao,Xenopus anatomy and development,https://lod-cloud.net/dataset/bioportal-xao,https://bioportal.bioontology.org/ontologies/XAO,http://bioportal.bioontology.org/ontologies/1095
bioportal-zfa,Zebrafish anatomy and development,https://lod-cloud.net/dataset/bioportal-zfa,https://bioportal.bioontology.org/ontologies/ZFA,http://bioportal.bioontology.org/ontologies/1051
bioportal-aba,ABA Adult Mouse Brain,https://lod-cloud.net/dataset/bioportal-aba,https://bioportal.bioontology.org/ontologies/ABA-AMB,
bioportal-aeo,Anatomical Entity Ontology,https://lod-cloud.net/dataset/bioportal-aeo,https://bioportal.bioontology.org/ontologies/AEO,http://bioportal.bioontology.org/ontologies/1568
bioportal-apo,Ascomycete phenotype ontology,https://lod-cloud.net/dataset/bioportal-apo,https://bioportal.bioontology.org/ontologies/APO,https://bioportal.bioontology.org/ontologies/APO
bioportal-basic-vertebrate-gross-anatomy,Basic Vertebrate Anatomy ,https://lod-cloud.net/dataset/bioportal-basic-vertebrate-gross-anatomy,https://old.datahub.io/sl/dataset/bioportal-basic-vertebrate-gross-anatomy,https://old.datahub.io/sl/dataset/bioportal-basic-vertebrate-gross-anatomy
bioportal-bcgo,Breast Cancer Grading Ontology,https://lod-cloud.net/dataset/bioportal-bcgo,https://bioportal.bioontology.org/ontologies/BCGO,http://bioportal.bioontology.org/ontologies/1304
bioportal-bila,Bilateria anatomy,https://lod-cloud.net/dataset/bioportal-bila,https://old.datahub.io/it/dataset/bioportal-bila,http://bioportal.bioontology.org/ontologies/1114
bioportal-bro_x1,Biomedical Resource Ontology,https://lod-cloud.net/dataset/bioportal-bro_x1,https://bioportal.bioontology.org/ontologies/BRO,http://bioportal.bioontology.org/ontologies/1104
bioportal-cl,Cell type,https://lod-cloud.net/dataset/bioportal-cl,https://bioportal.bioontology.org/ontologies/CL,http://bioportal.bioontology.org/ontologies/1006
bioportal-cmo,Clinical Measurement Ontology,https://lod-cloud.net/dataset/bioportal-cmo,https://bioportal.bioontology.org/ontologies/CMO,http://bioportal.bioontology.org/ontologies/1583
bioportal-cogat,Cognitive Atlas,https://lod-cloud.net/dataset/bioportal-cogat,https://bioportal.bioontology.org/ontologies/COGAT,http://bioportal.bioontology.org/ontologies/1633
bioportal-envo,Environment Ontology,https://lod-cloud.net/dataset/bioportal-envo,https://bioportal.bioontology.org/ontologies/ENVO,https://bioportal.bioontology.org/ontologies/ENVO
bioportal-eo,Plant environmental conditions,https://lod-cloud.net/dataset/bioportal-eo,https://old.datahub.io/it/dataset/bioportal-eo,http://bioportal.bioontology.org/ontologies/1036
bioportal-epileponto,Epilepsy,https://lod-cloud.net/dataset/bioportal-epileponto,https://bioportal.bioontology.org/ontologies/EPILONT,https://bioportal.bioontology.org/ontologies/EPILONT
bioportal-exo,ExO,https://lod-cloud.net/dataset/bioportal-exo,https://bioportal.bioontology.org/ontologies/EXO,https://bioportal.bioontology.org/ontologies/EXO
bioportal-fbcv,FlyBase Controlled Vocabulary,https://lod-cloud.net/dataset/bioportal-fbcv,https://bioportal.bioontology.org/ontologies/FB-CV,http://bioportal.bioontology.org/ontologies/1017
bioportal-fbsp,Fly taxonomy,https://lod-cloud.net/dataset/bioportal-fbsp,https://bioportal.bioontology.org/ontologies/FB-SP,https://bioportal.bioontology.org/ontologies/FB-SP
bioportal-fda-meddevice,FDA Medical Devices (2010),https://lod-cloud.net/dataset/bioportal-fda-meddevice,https://old.datahub.io/dataset/bioportal-fda-meddevice,http://bioportal.bioontology.org/ontologies/1576
bioportal-gro_x1,Cereal plant gross anatomy,https://lod-cloud.net/dataset/bioportal-gro_x1,https://bioportal.bioontology.org/ontologies/GRO-CPGA,http://bioportal.bioontology.org/ontologies/1001
bioportal-hcpcs,HCPCS,https://lod-cloud.net/dataset/bioportal-hcpcs,https://bioportal.bioontology.org/ontologies/HCPCS,http://bioportal.bioontology.org/ontologies/1529
bioportal-hugo,HUGO,https://lod-cloud.net/dataset/bioportal-hugo,https://bioportal.bioontology.org/ontologies/HGNC,http://bioportal.bioontology.org/ontologies/1528
bioportal-icd10pcs,ICD-10-PCS,https://lod-cloud.net/dataset/bioportal-icd10pcs,https://bioportal.bioontology.org/ontologies/ICD10PCS,https://bioportal.bioontology.org/ontologies/ICD10PCS
bioportal-icf_x1,"International Classification of Functioning, Disability and Health (ICF)",https://lod-cloud.net/dataset/bioportal-icf_x1,https://bioportal.bioontology.org/ontologies/ICF,
bioportal-icps,ICPS Network,https://lod-cloud.net/datasets?search=ICPS%20Network,https://bioportal.bioontology.org/ontologies/ICPS,https://bioportal.bioontology.org/ontologies/ICPS
bioportal-ixno,IxnO,https://lod-cloud.net/dataset/bioportal-ixno,https://bioportal.bioontology.org/ontologies/IXNO,http://bioportal.bioontology.org/ontologies/1614
bioportal-mddb,Master Drug Data Base,https://lod-cloud.net/dataset/bioportal-mddb,https://bioportal.bioontology.org/ontologies/MDDB,http://bioportal.bioontology.org/ontologies/1426
bioportal-mmo,Measurement Method Ontology,https://lod-cloud.net/dataset/bioportal-mmo,https://bioportal.bioontology.org/ontologies/MMO,http://bioportal.bioontology.org/ontologies/1584
bioportal-mthch,Metathesaurus CPT Hierarchical Terms,https://lod-cloud.net/dataset/bioportal-mthch,https://old.datahub.io/dataset/bioportal-mthch,http://bioportal.bioontology.org/ontologies/1510
bioportal-neomarkontology,Neomark Oral Cancer-Centred Ontology,https://lod-cloud.net/dataset/bioportal-neomarkontology,https://bioportal.bioontology.org/ontologies/NEOMARK3,http://bioportal.bioontology.org/ontologies/1501
bioportal-pmr,Physical Medicine and Rehabilitation,https://lod-cloud.net/dataset/bioportal-pmr,https://bioportal.bioontology.org/ontologies/PMR,http://bioportal.bioontology.org/ontologies/3015
bioportal-po,Plant Anatomy,https://lod-cloud.net/dataset/bioportal-po,https://bioportal.bioontology.org/ontologies/PAE,http://bioportal.bioontology.org/ontologies/1108
bioportal-po_x2,Plant Ontology,https://lod-cloud.net/dataset/bioportal-po_x2,https://bioportal.bioontology.org/ontologies/PO,http://bioportal.bioontology.org/ontologies/1587
bioportal-pw,Pathway ontology,https://lod-cloud.net/dataset/bioportal-pw,https://bioportal.bioontology.org/ontologies/PW,http://bioportal.bioontology.org/ontologies/1035
bioportal-repo,Reproductive trait and phenotype ontology,https://lod-cloud.net/dataset/bioportal-repo,https://bioportal.bioontology.org/ontologies/REPO,http://bioportal.bioontology.org/ontologies/1552
bioportal-roleo,Role Ontology,https://lod-cloud.net/dataset/bioportal-roleo,https://bioportal.bioontology.org/ontologies/ROLEO,http://bioportal.bioontology.org/ontologies/1538
bioportal-sitbac,Situation-Based Access Control,https://lod-cloud.net/dataset/bioportal-sitbac,https://bioportal.bioontology.org/ontologies/SITBAC,http://bioportal.bioontology.org/ontologies/1237
bioportal-soy,SoyOntology,https://lod-cloud.net/dataset/bioportal-soy,https://bioportal.bioontology.org/ontologies/SOY,http://bioportal.bioontology.org/ontologies/3028
bioportal-spd,Spider Ontology,https://lod-cloud.net/dataset/bioportal-spd,https://bioportal.bioontology.org/ontologies/SPD,http://bioportal.bioontology.org/ontologies/1091
bioportal-spto,Solanaceae Phenotype Ontology,https://lod-cloud.net/dataset/bioportal-spto,https://bioportal.bioontology.org/ontologies/SPTO,http://bioportal.bioontology.org/ontologies/3029
bioportal-tgma,Mosquito gross anatomy,https://lod-cloud.net/dataset/bioportal-tgma,https://bioportal.bioontology.org/ontologies/TGMA,http://bioportal.bioontology.org/ontologies/1030
bioportal-to,Plant Trait Ontology,https://lod-cloud.net/dataset/bioportal-to,https://bioportal.bioontology.org/ontologies/PTO,http://bioportal.bioontology.org/ontologies/1037
bioportal-tok,TOK_Ontology,https://lod-cloud.net/dataset/bioportal-tok,https://bioportal.bioontology.org/ontologies/TOK,http://bioportal.bioontology.org/ontologies/1418
bioportal-tto,Teleost taxonomy,https://lod-cloud.net/dataset/bioportal-tto,https://bioportal.bioontology.org/ontologies/TTO,http://bioportal.bioontology.org/ontologies/1081
bioportal-vao,Vertebrate Anatomy Ontology,https://lod-cloud.net/dataset/bioportal-vao,https://bioportal.bioontology.org/ontologies/VSAO,http://bioportal.bioontology.org/ontologies/1555
bioportal-vivo,VIVO,https://lod-cloud.net/dataset/bioportal-vivo,https://bioportal.bioontology.org/ontologies/VIVO,http://bioportal.bioontology.org/ontologies/1699
bioportal-vt,Vertebrate Trait Ontology,https://lod-cloud.net/dataset/bioportal-vt,https://bioportal.bioontology.org/ontologies/VT,http://bioportal.bioontology.org/ontologies/1659
bioportal-xco,Experimental Conditions Ontology,https://lod-cloud.net/dataset/bioportal-xco,https://bioportal.bioontology.org/ontologies/XCO,http://bioportal.bioontology.org/ontologies/1585
bioportal-ypo,Yeast phenotypes,https://lod-cloud.net/dataset/bioportal-ypo,https://old.datahub.io/dataset/bioportal-ypo,http://bioportal.bioontology.org/ontologies/1115
bioportal-mhc,MaHCO - An MHC Ontology,https://lod-cloud.net/dataset/bioportal-mhc,https://bioportal.bioontology.org/ontologies/MHC,http://bioportal.bioontology.org/ontologies/1088
bioportal-tads,Tick gross anatomy,https://lod-cloud.net/dataset/bioportal-tads,https://bioportal.bioontology.org/ontologies/TADS,http://bioportal.bioontology.org/ontologies/1065
bioportal-cno,Computational Neuroscience Ontology,https://lod-cloud.net/dataset/bioportal-cno,https://bioportal.bioontology.org/ontologies/CNO,http://bioportal.bioontology.org/ontologies/3003
bioportal-gfo,General Formal Ontology,https://lod-cloud.net/dataset/bioportal-gfo,https://bioportal.bioontology.org/ontologies/GFO,http://bioportal.bioontology.org/ontologies/1439
bioportal-lhn,Loggerhead nesting,https://lod-cloud.net/dataset/bioportal-lhn,https://bioportal.bioontology.org/ontologies/LHN,http://bioportal.bioontology.org/ontologies/1024
bioportal-uo,Units of measurement,https://lod-cloud.net/dataset/bioportal-uo,https://bioportal.bioontology.org/ontologies/UO,http://bioportal.bioontology.org/ontologies/1112
bioportal-fypo,Fission Yeast Phenotype Ontology,https://lod-cloud.net/dataset/bioportal-fypo,https://bioportal.bioontology.org/ontologies/FYPO,http://bioportal.bioontology.org/ontologies/1689
chemdb-estimatedProperties,chemdb estimated properties dataset,https://lod-cloud.net/dataset/chemdb-estimatedProperties,,http://chemdc.casdc.cn/
bio2rdf-irefindex,Bio2RDF::Irefindex,https://lod-cloud.net/dataset/bio2rdf-irefindex,,http://irefindex.bio2rdf.org/
bio2rdf-ncbigene,Bio2RDF::Ncbigene,https://lod-cloud.net/dataset/bio2rdf-ncbigene,,http://ncbigene.bio2rdf.org/
bio2rdf-pubmed,Bio2RDF::Pubmed,https://lod-cloud.net/dataset/bio2rdf-pubmed,,http://pubmed.bio2rdf.org/
bio2rdf-sgd,Bio2RDF::Sgd,https://lod-cloud.net/dataset/bio2rdf-sgd,,http://sgd.bio2rdf.org/
bio2rdf-taxonomy,Bio2RDF::Taxonomy,https://lod-cloud.net/dataset/bio2rdf-taxonomy,,http://taxonomy.bio2rdf.org/
bio2rdf-clinicaltrials,Bio2RDF::Clinicaltrials,https://lod-cloud.net/dataset/bio2rdf-clinicaltrials,,http://clinicaltrials.bio2rdf.org/
cz-sidc-drugs,Medicinal products marketed in Czech Republic,https://lod-cloud.net/dataset/cz-sidc-drugs,,http://linked.opendata.cz/resource/dataset/sukl/drugs
cz-eh-1-atc,ATC groups,https://lod-cloud.net/dataset/cz-eh-1-atc,https://bioportal.bioontology.org/ontologies/ATC,http://linked.opendata.cz/resource/dataset/atc
bioportal-bspo,Spatial Ontology,https://lod-cloud.net/dataset/bioportal-bspo,https://bioportal.bioontology.org/ontologies/BSPO,http://bioportal.bioontology.org/ontologies/1078
bioportal-nonrctontology,Non Randomized Controlled Trials Ontology,https://lod-cloud.net/dataset/bioportal-nonrctontology,https://bioportal.bioontology.org/ontologies/NONRCTO,http://bioportal.bioontology.org/ontologies/3012
bioportal-oboe,OBOE,https://lod-cloud.net/dataset/bioportal-oboe,https://bioportal.bioontology.org/ontologies/OBOE,http://bioportal.bioontology.org/ontologies/1524
bioportal-po_x1,Plant Growth and Development Stage,https://lod-cloud.net/dataset/bioportal-po_x1,https://bioportal.bioontology.org/ontologies/PSDS,http://bioportal.bioontology.org/ontologies/1038
bioportal-rctontology,Randomized Controlled Trials (RCT) Ontology,https://lod-cloud.net/dataset/bioportal-rctontology,https://bioportal.bioontology.org/ontologies/RCTONT,http://bioportal.bioontology.org/ontologies/1676
uniprot,UniProt,https://lod-cloud.net/dataset/uniprot,,http://www.uniprot.org/
bioportal-fao,Fungal gross anatomy,https://lod-cloud.net/dataset/bioportal-fao,https://bioportal.bioontology.org/ontologies/FAO,https://bioportal.bioontology.org/ontologies/FAO
biosamples-rdf,BioSamples RDF,https://lod-cloud.net/dataset/biosamples-rdf,,None
gene-expression-atlas-rdf,Gene Expression Atlas RDF,https://lod-cloud.net/dataset/gene-expression-atlas-rdf,,None
bioportal-ddanat,Dictyostelium discoideum anatomy,https://lod-cloud.net/dataset/bioportal-ddanat,https://bioportal.bioontology.org/ontologies/DDANAT,http://bioportal.bioontology.org/ontologies/1008
bioportal-diagnosticont,Diagnostic Ontology,https://lod-cloud.net/dataset/bioportal-diagnosticont,https://bioportal.bioontology.org/ontologies/DIAGONT,http://bioportal.bioontology.org/ontologies/3013
bioportal-fma,Foundational Model of Anatomy,https://lod-cloud.net/dataset/bioportal-fma,https://bioportal.bioontology.org/ontologies/FMA,http://bioportal.bioontology.org/ontologies/1053
hito0000018da2a543a7,HITO,https://lod-cloud.net/dataset/hito,,https://hitontology.eu/
snik,SNIK,https://lod-cloud.net/dataset/snik,,https://www.snik.eu
PGxLOD,PGxLOD,https://lod-cloud.net/dataset/PGxLOD,,https://pgxlod.loria.fr/
bio2rdf-pharmgkb,Bio2RDF::Pharmgkb,https://lod-cloud.net/dataset/bio2rdf-pharmgkb,,http://pharmgkb.bio2rdf.org/
bio2rdf-mesh,Bio2RDF::Mesh,https://lod-cloud.net/dataset/bio2rdf-mesh,,http://mesh.bio2rdf.org/
eagle-i-hunter-cuny,eagle-i @ Hunter College,https://lod-cloud.net/dataset/eagle-i-hunter-cuny,,http://hunter-cuny.eagle-i.net
issa-agritrop,ISSA Agritrop Dataset,https://lod-cloud.net/dataset/issa-agritrop,,https://github.com/issa-project/issa-pipeline
agrovoc,AGROVOC,https://lod-cloud.net/dataset/agrovoc,,http://www.fao.org/agrovoc/
bio2rdf-drugbank,Bio2RDF::Drugbank,https://lod-cloud.net/dataset/bio2rdf-drugbank,,http://drugbank.bio2rdf.org/
bio2rdf-hgnc,Bio2RDF::Hgnc,https://lod-cloud.net/dataset/bio2rdf-hgnc,,http://hgnc.bio2rdf.org/
bio2rdf-ndc,Bio2RDF::Ndc,https://lod-cloud.net/dataset/bio2rdf-ndc,,http://ndc.bio2rdf.org/
bioportal-geospecies,GeoSpecies Ontology,https://lod-cloud.net/dataset/bioportal-geospecies,https://bioportal.bioontology.org/ontologies/GEOSPECIES,http://bioportal.bioontology.org/ontologies/1247
bioportal-co_wheat,Wheat trait,https://lod-cloud.net/dataset/bioportal-co_wheat,https://bioportal.bioontology.org/ontologies/CO-WHEAT,http://bioportal.bioontology.org/ontologies/1545
bioportal-sbro,Smoking Behavior Risk Ontology,https://lod-cloud.net/dataset/bioportal-sbro,,http://bioportal.bioontology.org/ontologies/1249
bioportal-teddy,Terminology for the Description of Dynamics,https://lod-cloud.net/dataset/bioportal-teddy,https://bioportal.bioontology.org/ontologies/TEDDY,http://bioportal.bioontology.org/ontologies/1407
bioportal-wbphenotype,C. elegans phenotype,https://lod-cloud.net/dataset/bioportal-wbphenotype,https://bioportal.bioontology.org/ontologies/WB-PHENOTYPE,http://bioportal.bioontology.org/ontologies/1067
ogolod,Orthology and Diseases Information - OGO,https://lod-cloud.net/dataset/ogolod,,http://miuras.inf.um.es/~ogo/ogolod.html
bio2rdf-omim,Bio2RDF::Omim,https://lod-cloud.net/dataset/bio2rdf-omim,,http://omim.bio2rdf.org/
chembl-rdf,ChEMBL RDF,https://lod-cloud.net/dataset/chembl-rdf,,None
uniprotkb,UniProtKB,https://lod-cloud.net/dataset/uniprotkb,,https://www.uniprot.org/uniprot/
linked-open-data-of-ecology,Linked Open Data of Ecology,https://lod-cloud.net/dataset/linked-open-data-of-ecology,,http://ecowlim.tfri.gov.tw/lode
geospecies,GeoSpecies Knowledge Base,https://lod-cloud.net/dataset/geospecies,,http://lod.geospecies.org/
bio2rdf-omim-resources,bio2rdf-omim-resources,https://lod-cloud.net/dataset/bio2rdf-omim-resources,,None
fu-berlin-dailymed,DailyMed,https://lod-cloud.net/dataset/fu-berlin-dailymed,,http://www4.wiwiss.fu-berlin.de/dailymed/
fu-berlin-diseasome,Diseasome,https://lod-cloud.net/dataset/fu-berlin-diseasome,,http://www4.wiwiss.fu-berlin.de/diseasome/
fu-berlin-drugbank,DrugBank,https://lod-cloud.net/dataset/fu-berlin-drugbank,,http://www4.wiwiss.fu-berlin.de/drugbank/
tcmgenedit_dataset,TCMGeneDIT Dataset,https://lod-cloud.net/dataset/tcmgenedit_dataset,,http://code.google.com/p/junsbriefcase/wiki/TGDdataset
bioportal-ato,Amphibian taxonomy,https://lod-cloud.net/dataset/bioportal-ato,https://bioportal.bioontology.org/ontologies/ATO,https://bioportal.bioontology.org/ontologies/ATO
bioportal-taxrank,Taxonomic rank vocabulary,https://lod-cloud.net/dataset/bioportal-taxrank,https://bioportal.bioontology.org/ontologies/TAXRANK,http://bioportal.bioontology.org/ontologies/1419
bio2rdf-sider,Bio2RDF::Sider,https://lod-cloud.net/dataset/bio2rdf-sider,,http://sider.bio2rdf.org/
eagle-i-dartmouth,eagle-i @ Dartmouth College,https://lod-cloud.net/dataset/eagle-i-dartmouth,,http://dartmouth.eagle-i.net
bio2rdf-chembl,Bio2RDF::Chembl,https://lod-cloud.net/dataset/bio2rdf-chembl,,http://chembl.bio2rdf.org/
http:sensormeasurement.appspot.comdatasetnaturopathy-dataset,Naturopathy knowledge Graph (Ontology and Dataset) - RDF distribution of the naturopathy dataset.,https://lod-cloud.net/dataset/http:sensormeasurement.appspot.comdatasetnaturopathy-dataset,,http://sensormeasurement.appspot.com/dataset/naturopathy-dataset
eagle-i-upr,eagle-i@ University of Puerto Rico - Medical Sciences Campus,https://lod-cloud.net/dataset/eagle-i-upr,,http://upr.eagle-i.net
eagle-i-montana,eagle-i @ Montana State University,https://lod-cloud.net/dataset/eagle-i-montana,,http://montana.eagle-i.net
eagle-i-hawaii,eagle-i @ University of Hawai’i at M?noa,https://lod-cloud.net/dataset/eagle-i-hawaii,,http://hawaii.eagle-i.net
nextprot,neXtProt,https://lod-cloud.net/dataset/nextprot,,https://www.nextprot.org/
UniProt,UniProt,https://lod-cloud.net/dataset/UniProt,,https://www.uniprot.org/
bio2rdf-orphanet,Bio2RDF::Orphanet,https://lod-cloud.net/dataset/bio2rdf-orphanet,,http://orphanet.bio2rdf.org/
eagle-i-jsu,eagle-i @ Jackson State University,https://lod-cloud.net/dataset/eagle-i-jsu,,http://jsu.eagle-i.net
bio2rdf-biomodels,Bio2RDF::Biomodels,https://lod-cloud.net/dataset/bio2rdf-biomodels,,http://biomodels.bio2rdf.org/
bio2rdf-interpro,Bio2RDF::Interpro,https://lod-cloud.net/dataset/bio2rdf-interpro,,http://interpro.bio2rdf.org/
bioportal-fbdv,Drosophila development,https://lod-cloud.net/dataset/bioportal-fbdv,https://bioportal.bioontology.org/ontologies/FB-DV,http://bioportal.bioontology.org/ontologies/1016
bioportal-wbls,C. elegans development,https://lod-cloud.net/dataset/bioportal-wbls,https://bioportal.bioontology.org/ontologies/WB-LS,http://bioportal.bioontology.org/ontologies/1049
ASCDC-AS-TFD-Fish-Species,Taiwan Fauna Database Research: Taiwan Digital Fish Species Database (AS-TFD-Fish-Species),https://lod-cloud.net/dataset/ASCDC-AS-TFD-Fish-Species,,https://data.ascdc.tw/en/data.php
eagle-i-tuskegee,eagle-i @ Tuskegee University,https://lod-cloud.net/dataset/eagle-i-tuskegee,,http://tuskegee.eagle-i.net
eagle-i-famu,eagle-i @ Florida Agricultural and Mechanical University,https://lod-cloud.net/dataset/eagle-i-famu,,http://famu.eagle-i.net
eunis,European Nature Information System,https://lod-cloud.net/dataset/eunis,,http://eunis.eea.europa.eu
bio2rdf-dbsnp,Bio2RDF::Dbsnp,https://lod-cloud.net/dataset/bio2rdf-dbsnp,,http://dbsnp.bio2rdf.org/
bio2rdf-mgi,Bio2RDF::Mgi,https://lod-cloud.net/dataset/bio2rdf-mgi,,http://mgi.bio2rdf.org/
Covid-on-the-Web,Covid-on-the-Web Dataset,https://lod-cloud.net/dataset/Covid-on-the-Web,,https://github.com/Wimmics/CovidOnTheWeb
chem2bio2rdf,Chem2Bio2RDF,https://lod-cloud.net/dataset/chem2bio2rdf,,http://chem2bio2rdf.org
bio2rdf-taxon,bio2rdf-taxon,https://lod-cloud.net/dataset/bio2rdf-taxon,,None
university-plymouth-reading-lists,University of Plymouth Reading Lists,https://lod-cloud.net/dataset/university-plymouth-reading-lists,,http://lists.lib.plymouth.ac.uk/
fu-berlin-sider,SIDER: Side Effect Resource,https://lod-cloud.net/dataset/fu-berlin-sider,,http://www4.wiwiss.fu-berlin.de/sider/
chemdb-phaseTransition,chemdb phase transition dataset,https://lod-cloud.net/dataset/chemdb-phaseTransition,,http://chemdc.casdc.cn/
arrayexpress_e-mtab-104,Transcription profiling of rat bladder after inoculation with bladder cancer cells,https://lod-cloud.net/dataset/arrayexpress_e-mtab-104,,
bioportal-thesaurus,thesaurus,https://lod-cloud.net/dataset/bioportal-thesaurus,,http://bioportal.bioontology.org/ontologies/3034
CoLChina_sp20000000019348ff2263,Catalogue of Life in China 2003 Edition,https://lod-cloud.net/dataset/CoLChina_sp2000,,http://semweb.csdb.cn/ioz
sandre,Taxons,https://lod-cloud.net/dataset/sandre,,http://sandre.eaufrance.fr/
linked-life-data,Linked Life Data,https://lod-cloud.net/dataset/linked-life-data,,http://linkedlifedata.com/
eagle-i-cau,eagle-i @ Clark Atlanta University,https://lod-cloud.net/dataset/eagle-i-cau,,http://cau.eagle-i.net/
disgenet,DisGeNET,https://lod-cloud.net/dataset/disgenet,,https://maayanlab.cloud/Harmonizome/dataset/DisGeNET+Gene-Disease+Associations
eagle-i-cdrewu,eagle-i @ Charles R. Drew University,https://lod-cloud.net/dataset/eagle-i-cdrewu,,http://cdrewu.eagle-i.net
Naturopathy,Naturopathy Knowledge Graph (Ontology and Dataset) - RDF distribution of the naturopathy dataset.,https://lod-cloud.net/dataset/Naturopathy,,http://sensormeasurement.appspot.com/dataset/naturopathy-dataset
eagle-i-ccny-cuny,eagle-i @ The City College of New York,https://lod-cloud.net/dataset/eagle-i-ccny-cuny,,http://ccny-cuny.eagle-i.net
eagle-i-ohsu,eagle-i @ Oregon Health and Science University,https://lod-cloud.net/dataset/eagle-i-ohsu,,http://ohsu.eagle-i.net
ckan,Comprehensive Knowledge Archive Network,https://lod-cloud.net/dataset/ckan,,http://www.ckan.net/
taxonconcept,TaxonConcept Knowledge Base,https://lod-cloud.net/dataset/taxonconcept,,http://lod.taxonconcept.org/
entrez_gene,Entrez Gene,https://lod-cloud.net/dataset/entrez_gene,,http://www.ncbi.nlm.nih.gov/gene
bio2rdf-lsr,Bio2RDF::Lsr,https://lod-cloud.net/dataset/bio2rdf-lsr,,http://lsr.bio2rdf.org/
eagle-i-vanderbilt,eagle-i @ Vanderbilt University,https://lod-cloud.net/dataset/eagle-i-vanderbilt,,http://eagle-i.ea.vanderbilt.edu
epa-srs,EPA-SRS,https://lod-cloud.net/dataset/epa-srs,,https://opendata.epa.gov
plant-specimen,digitized plant specimen,https://lod-cloud.net/dataset/plant-specimen,,http://semweb.csdb.cn/plant
fu-berlin-stitch,STITCH: Chemical-Protein Interactions,https://lod-cloud.net/dataset/fu-berlin-stitch,,http://www4.wiwiss.fu-berlin.de/stitch/
biomodels-rdf,BioModels RDF,https://lod-cloud.net/dataset/biomodels-rdf,,None
bio2rdf-genage,Bio2RDF::Genage,https://lod-cloud.net/dataset/bio2rdf-genage,,http://genage.bio2rdf.org/
eagle-i-msm,eagle-i @ Morehouse School of Medicine,https://lod-cloud.net/dataset/eagle-i-msm,,http://msm.eagle-i.net
bio2rdf-affymetrix0000018ec34a360f,Bio2RDF::Affymetrix,https://lod-cloud.net/dataset/bio2rdf-affymetrix,,http://affymetrix.bio2rdf.org/
bio2rdf-wormbase,Bio2RDF::Wormbase,https://lod-cloud.net/dataset/bio2rdf-wormbase,,http://wormbase.bio2rdf.org/
traditional-korean-medicine,Traditional Korean Medicine Ontology,https://lod-cloud.net/dataset/traditional-korean-medicine,,http://tkm.kiom.re.kr
taxref-ld,TAXREF-LD: Knowledge Graph of the French taxonomic registery,https://lod-cloud.net/dataset/taxref-ld,,https://github.com/frmichel/taxref-ld/
epa-cdr,EPA-CDR,https://lod-cloud.net/dataset/epa-cdr,,https://opendata.epa.gov
entice-graph,ENTICE Educational Episodes Knowledge Graph,https://lod-cloud.net/dataset/entice-graph,,https://data.entice.eu/
eagle-i-utsa,eagle-i @ University of Texas at San Antonio,https://lod-cloud.net/dataset/eagle-i-utsa,,http://utsa.eagle-i.net
eagle-i-howard,eagle-i @ Howard University,https://lod-cloud.net/dataset/eagle-i-howard,,http://howard.eagle-i.net
fu-berlin-medicare,MediCare,https://lod-cloud.net/dataset/fu-berlin-medicare,,http://www4.wiwiss.fu-berlin.de/medicare/
eagle-i-utep,eagle-i @ University of Texas at El Paso,https://lod-cloud.net/dataset/eagle-i-utep,,http://utep.eagle-i.net
eagle-i-psm,eagle-i @ Ponce School of Medicine,https://lod-cloud.net/dataset/eagle-i-psm,,http://psm.eagle-i.net/
heartfailure,Meriterm Heart Failure Multilingual Terminology,https://lod-cloud.net/dataset/heartfailure,,
bio2rdf-sabiork,Bio2RDF::Sabiork,https://lod-cloud.net/dataset/bio2rdf-sabiork,,http://sabiork.bio2rdf.org/
bio2rdf-gendr,Bio2RDF::Gendr,https://lod-cloud.net/dataset/bio2rdf-gendr,,http://gendr.bio2rdf.org/
bioportal-carelex,CareLex,https://lod-cloud.net/dataset/bioportal-carelex,https://bioportal.bioontology.org/ontologies/CARELEX,http://bioportal.bioontology.org/ontologies/3008
SCBG-Data0000018bcbdc28f5,SCBG Data,https://lod-cloud.net/dataset/SCBG-Data,,http://semweb.csdb.cn/scbg
bio2rdf-ctd,Bio2RDF::Ctd,https://lod-cloud.net/dataset/bio2rdf-ctd,,http://ctd.bio2rdf.org/
cz-sidc-drug-ingredients,Active ingredients of medicinal products available in Czech Republic,https://lod-cloud.net/dataset/cz-sidc-drug-ingredients,,http://linked.opendata.cz/resource/dataset/sukl/drug-ingredients
